Date,Ticker,Open,High,Low,Close,Volume,Sector
2021-04-13,AAPL,136.41,137.2,135.66,136.45,114515057,Technology
2021-04-14,AAPL,136.69,138.19,135.02,136.52,105899211,Technology
2021-04-15,AAPL,133.45,135.69,131.18,133.42,110548140,Technology
2021-04-16,AAPL,136.2,137.68,134.2,135.67,73793516,Technology
2021-04-19,AAPL,136.83,138.7,135.57,137.44,106837119,Technology
2021-04-20,AAPL,135.0,136.89,133.48,135.37,73291521,Technology
2021-04-21,AAPL,133.16,135.63,130.26,132.72,92435087,Technology
2021-04-22,AAPL,129.44,131.31,127.6,129.47,82804159,Technology
2021-04-23,AAPL,126.99,129.86,124.61,127.47,84397583,Technology
2021-04-26,AAPL,126.55,127.84,125.26,126.55,86729096,Technology
2021-04-27,AAPL,126.83,128.92,125.21,127.29,90031919,Technology
2021-04-28,AAPL,128.01,129.53,126.9,128.42,63357636,Technology
2021-04-29,AAPL,129.76,131.98,127.63,129.85,96785299,Technology
2021-04-30,AAPL,130.63,132.71,128.32,130.4,87494792,Technology
2021-05-03,AAPL,129.04,130.6,127.64,129.2,97582903,Technology
2021-05-04,AAPL,131.35,132.98,129.26,130.89,111544768,Technology
2021-05-05,AAPL,131.56,133.04,130.57,132.04,97008855,Technology
2021-05-06,AAPL,127.93,129.77,126.71,128.55,112374238,Technology
2021-05-07,AAPL,125.9,126.96,124.31,125.36,102187349,Technology
2021-05-10,AAPL,124.85,127.28,122.8,125.22,73434568,Technology
2021-05-11,AAPL,126.69,128.74,125.07,127.11,77673185,Technology
2021-05-12,AAPL,124.95,126.61,123.72,125.38,71708378,Technology
2021-05-13,AAPL,123.65,126.15,121.57,124.06,61193214,Technology
2021-05-14,AAPL,129.47,131.34,127.0,128.86,79207221,Technology
2021-05-17,AAPL,133.8,134.71,132.8,133.71,113428075,Technology
2021-05-18,AAPL,134.35,136.6,131.94,134.19,78245861,Technology
2021-05-19,AAPL,134.52,136.84,132.75,135.07,99897252,Technology
2021-05-20,AAPL,135.03,137.17,132.27,134.4,74993642,Technology
2021-05-21,AAPL,132.27,132.97,131.51,132.21,101554035,Technology
2021-05-24,AAPL,128.8,131.38,126.63,129.2,75074295,Technology
2021-05-25,AAPL,131.78,133.67,130.11,132.0,110700433,Technology
2021-05-26,AAPL,128.07,129.62,126.14,127.69,94046875,Technology
2021-05-27,AAPL,124.59,126.87,122.52,124.8,108969289,Technology
2021-05-28,AAPL,126.54,127.69,125.33,126.48,72233423,Technology
2021-05-31,AAPL,126.42,128.19,124.89,126.65,75368854,Technology
2021-06-01,AAPL,126.04,128.94,123.58,126.47,106345887,Technology
2021-06-02,AAPL,128.0,131.16,125.47,128.62,101092131,Technology
2021-06-03,AAPL,128.49,130.22,127.36,129.08,83471929,Technology
2021-06-04,AAPL,129.19,132.29,126.73,129.82,94479198,Technology
2021-06-07,AAPL,132.95,134.61,130.8,132.46,64498102,Technology
2021-06-08,AAPL,130.2,132.18,127.99,129.97,99310261,Technology
2021-06-09,AAPL,129.58,132.06,126.69,129.16,61997377,Technology
2021-06-10,AAPL,128.61,130.29,127.06,128.74,77953759,Technology
2021-06-11,AAPL,125.01,126.62,123.54,125.15,85223867,Technology
2021-06-14,AAPL,128.24,131.31,125.72,128.77,114372736,Technology
2021-06-15,AAPL,131.38,132.98,129.62,131.22,108895886,Technology
2021-06-16,AAPL,132.7,134.17,131.32,132.79,83866349,Technology
2021-06-17,AAPL,134.5,135.93,132.51,133.93,108821328,Technology
2021-06-18,AAPL,134.12,135.54,133.23,134.65,84958236,Technology
2021-06-21,AAPL,131.63,132.48,130.62,131.47,68049650,Technology
2021-06-22,AAPL,132.96,135.34,131.25,133.62,78337482,Technology
2021-06-23,AAPL,133.88,135.93,131.85,133.9,117707034,Technology
2021-06-24,AAPL,132.71,135.31,130.31,132.9,62206449,Technology
2021-06-25,AAPL,134.55,136.93,131.63,134.0,108327329,Technology
2021-06-28,AAPL,139.21,140.17,137.56,138.52,74885761,Technology
2021-06-29,AAPL,140.37,142.6,137.58,139.8,73523383,Technology
2021-06-30,AAPL,139.14,142.01,136.55,139.41,117596586,Technology
2021-07-01,AAPL,141.21,142.51,139.27,140.57,62685906,Technology
2021-07-02,AAPL,138.65,140.82,136.44,138.61,87933686,Technology
2021-07-05,AAPL,139.02,140.18,137.57,138.73,70853164,Technology
2021-07-06,AAPL,137.41,139.58,135.58,137.75,116359472,Technology
2021-07-07,AAPL,139.22,140.4,138.46,139.64,73917481,Technology
2021-07-08,AAPL,141.83,143.8,140.24,142.21,88735270,Technology
2021-07-09,AAPL,139.19,141.71,136.39,138.9,94007737,Technology
2021-07-12,AAPL,136.76,137.63,135.64,136.5,69401649,Technology
2021-07-13,AAPL,134.23,136.83,131.98,134.57,84314399,Technology
2021-07-14,AAPL,136.38,137.78,134.5,135.89,67029395,Technology
2021-07-15,AAPL,138.5,140.87,136.63,139.0,101435352,Technology
2021-07-16,AAPL,135.39,138.0,132.87,135.48,88541489,Technology
2021-07-19,AAPL,136.22,138.8,133.61,136.19,88512107,Technology
2021-07-20,AAPL,137.21,139.09,135.08,136.95,65859560,Technology
2021-07-21,AAPL,141.79,144.34,139.33,141.88,63804736,Technology
2021-07-22,AAPL,141.26,143.8,138.89,141.43,65471865,Technology
2021-07-23,AAPL,140.95,142.99,138.38,140.42,112321333,Technology
2021-07-26,AAPL,142.28,145.04,139.01,141.76,59627384,Technology
2021-07-27,AAPL,147.14,148.71,145.1,146.67,81292053,Technology
2021-07-28,AAPL,146.9,148.96,144.68,146.74,81219005,Technology
2021-07-29,AAPL,144.97,147.66,142.28,144.97,87154660,Technology
2021-07-30,AAPL,147.59,150.55,144.64,147.6,70114695,Technology
2021-08-02,AAPL,143.97,145.8,141.7,143.52,105723189,Technology
2021-08-03,AAPL,144.35,146.78,141.63,144.05,74625960,Technology
2021-08-04,AAPL,145.48,148.09,142.31,144.91,71052085,Technology
2021-08-05,AAPL,144.53,145.54,142.85,143.85,111165275,Technology
2021-08-06,AAPL,144.26,146.91,141.06,143.7,91730366,Technology
2021-08-09,AAPL,142.1,144.19,139.95,142.04,62546777,Technology
2021-08-10,AAPL,142.95,145.26,140.63,142.94,98038689,Technology
2021-08-11,AAPL,141.49,143.27,139.72,141.5,69721452,Technology
2021-08-12,AAPL,143.6,145.41,142.28,144.09,71142144,Technology
2021-08-13,AAPL,143.86,147.19,141.04,144.36,75521590,Technology
2021-08-16,AAPL,145.4,147.42,143.23,145.24,68661460,Technology
2021-08-17,AAPL,147.59,150.09,144.68,147.17,73620403,Technology
2021-08-18,AAPL,146.27,147.63,144.27,145.63,108627451,Technology
2021-08-19,AAPL,142.52,145.33,140.32,143.12,84386712,Technology
2021-08-20,AAPL,146.71,149.14,144.75,147.17,86169481,Technology
2021-08-23,AAPL,148.22,150.56,146.14,148.48,105966216,Technology
2021-08-24,AAPL,148.08,150.95,145.47,148.34,109400100,Technology
2021-08-25,AAPL,147.79,148.76,146.32,147.29,68588650,Technology
2021-08-26,AAPL,144.91,145.81,143.8,144.7,87580273,Technology
2021-08-27,AAPL,145.14,148.05,142.44,145.34,76585559,Technology
2021-08-30,AAPL,147.33,149.23,145.49,147.39,79993468,Technology
2021-08-31,AAPL,144.31,146.53,141.72,143.94,110252546,Technology
2021-09-01,AAPL,143.87,147.04,141.05,144.21,102107562,Technology
2021-09-02,AAPL,140.65,142.19,138.87,140.4,87820910,Technology
2021-09-03,AAPL,138.67,141.43,135.6,138.35,116173232,Technology
2021-09-06,AAPL,143.89,146.41,140.8,143.31,107957942,Technology
2021-09-07,AAPL,141.12,143.15,139.44,141.47,81534050,Technology
2021-09-08,AAPL,139.93,140.67,139.16,139.9,89550939,Technology
2021-09-09,AAPL,137.75,139.52,135.33,137.1,113731513,Technology
2021-09-10,AAPL,135.54,136.73,134.53,135.72,84725392,Technology
2021-09-13,AAPL,138.75,140.19,136.9,138.34,90680241,Technology
2021-09-14,AAPL,135.4,137.24,133.09,134.92,107452725,Technology
2021-09-15,AAPL,139.11,140.08,137.84,138.81,85408449,Technology
2021-09-16,AAPL,134.48,136.36,133.21,135.09,88491348,Technology
2021-09-17,AAPL,134.93,136.67,133.54,135.27,100832967,Technology
2021-09-20,AAPL,138.92,141.58,136.62,139.28,62442122,Technology
2021-09-21,AAPL,134.95,138.01,132.56,135.61,115258193,Technology
2021-09-22,AAPL,135.83,138.03,133.87,136.07,74165435,Technology
2021-09-23,AAPL,135.92,136.98,135.22,136.28,67694833,Technology
2021-09-24,AAPL,139.99,142.45,138.0,140.46,90953475,Technology
2021-09-27,AAPL,139.5,141.72,137.57,139.78,61586364,Technology
2021-09-28,AAPL,136.19,137.6,135.43,136.84,103477917,Technology
2021-09-29,AAPL,138.19,139.54,136.43,137.78,85188103,Technology
2021-09-30,AAPL,139.88,141.53,138.21,139.86,101925371,Technology
2021-10-01,AAPL,140.51,142.32,139.23,141.04,92585411,Technology
2021-10-04,AAPL,139.31,140.77,137.93,139.39,97993329,Technology
2021-10-05,AAPL,138.67,140.39,136.78,138.5,91879900,Technology
2021-10-06,AAPL,140.71,142.98,138.16,140.42,91284298,Technology
2021-10-07,AAPL,137.55,139.64,134.96,137.04,85220141,Technology
2021-10-08,AAPL,135.21,136.72,133.34,134.85,94161953,Technology
2021-10-11,AAPL,131.75,132.55,130.44,131.24,61331594,Technology
2021-10-12,AAPL,131.12,133.25,128.66,130.78,116210109,Technology
2021-10-13,AAPL,130.86,131.62,129.97,130.73,84956513,Technology
2021-10-14,AAPL,130.67,132.52,129.37,131.21,92977920,Technology
2021-10-15,AAPL,128.02,130.1,126.46,128.53,95943125,Technology
2021-10-18,AAPL,130.86,132.96,128.41,130.51,113369704,Technology
2021-10-19,AAPL,131.56,133.03,129.51,130.97,110993049,Technology
2021-10-20,AAPL,132.15,133.85,130.9,132.6,85405669,Technology
2021-10-21,AAPL,133.02,134.49,131.45,132.92,94211480,Technology
2021-10-22,AAPL,134.36,136.54,132.17,134.35,65736947,Technology
2021-10-25,AAPL,132.78,135.41,130.41,133.03,117292198,Technology
2021-10-26,AAPL,134.51,135.42,132.99,133.9,64915202,Technology
2021-10-27,AAPL,132.84,134.58,131.72,133.45,101454232,Technology
2021-10-28,AAPL,132.37,134.81,130.02,132.46,114747063,Technology
2021-10-29,AAPL,133.61,135.46,131.59,133.44,109802442,Technology
2021-11-01,AAPL,134.43,135.9,133.16,134.63,113404139,Technology
2021-11-02,AAPL,135.82,138.33,132.68,135.18,113159379,Technology
2021-11-03,AAPL,136.66,137.6,135.28,136.22,83885389,Technology
2021-11-04,AAPL,133.52,136.21,130.87,133.56,92453246,Technology
2021-11-05,AAPL,136.22,138.23,134.46,136.46,63963814,Technology
2021-11-08,AAPL,138.1,140.65,135.14,137.68,67801843,Technology
2021-11-09,AAPL,138.79,141.1,136.31,138.62,83844055,Technology
2021-11-10,AAPL,138.2,139.42,136.49,137.7,101161201,Technology
2021-11-11,AAPL,139.38,141.22,137.39,139.23,64918437,Technology
2021-11-12,AAPL,136.67,138.75,135.02,137.09,71898828,Technology
2021-11-15,AAPL,141.54,143.65,138.86,140.96,83523518,Technology
2021-11-16,AAPL,141.33,142.48,139.97,141.12,111335629,Technology
2021-11-17,AAPL,140.83,143.11,138.03,140.31,91425002,Technology
2021-11-18,AAPL,134.92,137.61,132.72,135.41,80222339,Technology
2021-11-19,AAPL,135.91,137.38,134.42,135.89,114780043,Technology
2021-11-22,AAPL,133.2,136.11,130.79,133.69,69780984,Technology
2021-11-23,AAPL,131.48,133.13,130.12,131.76,96078871,Technology
2021-11-24,AAPL,136.13,138.65,132.99,135.5,98389375,Technology
2021-11-25,AAPL,138.76,141.2,136.29,138.73,71895453,Technology
2021-11-26,AAPL,137.55,139.32,135.7,137.47,103676225,Technology
2021-11-29,AAPL,137.55,138.87,136.41,137.73,81159634,Technology
2021-11-30,AAPL,134.49,137.18,131.88,134.57,104428091,Technology
2021-12-01,AAPL,134.42,136.93,132.23,134.74,93526246,Technology
2021-12-02,AAPL,135.44,137.96,132.95,135.47,115734491,Technology
2021-12-03,AAPL,136.64,138.35,135.52,137.22,112541505,Technology
2021-12-06,AAPL,138.83,141.29,135.7,138.15,99923912,Technology
2021-12-07,AAPL,139.0,141.65,135.91,138.55,109743366,Technology
2021-12-08,AAPL,140.22,142.29,138.32,140.39,115106205,Technology
2021-12-09,AAPL,142.23,143.86,140.54,142.17,86043801,Technology
2021-12-10,AAPL,142.51,144.47,140.59,142.55,62354069,Technology
2021-12-13,AAPL,144.84,147.56,142.2,144.92,94542147,Technology
2021-12-14,AAPL,141.26,142.98,140.26,141.97,74094760,Technology
2021-12-15,AAPL,139.39,142.13,137.22,139.95,113578802,Technology
2021-12-16,AAPL,139.85,141.41,138.7,140.26,70299723,Technology
2021-12-17,AAPL,136.34,137.05,135.26,135.97,111564554,Technology
2021-12-20,AAPL,136.76,139.14,134.82,137.19,76474040,Technology
2021-12-21,AAPL,137.62,139.29,135.34,137.0,74217406,Technology
2021-12-22,AAPL,139.61,141.92,137.38,139.69,77221917,Technology
2021-12-23,AAPL,138.98,141.23,137.33,139.58,107021898,Technology
2021-12-24,AAPL,139.56,140.77,138.05,139.25,63566728,Technology
2021-12-27,AAPL,142.65,145.86,139.89,143.09,112023153,Technology
2021-12-28,AAPL,145.49,147.98,142.33,144.81,87934494,Technology
2021-12-29,AAPL,145.49,148.0,143.18,145.68,70469910,Technology
2021-12-30,AAPL,143.13,145.28,141.46,143.61,117931655,Technology
2021-12-31,AAPL,144.31,145.24,143.25,144.18,96774599,Technology
2022-01-03,AAPL,141.43,143.28,139.35,141.2,66412756,Technology
2022-01-04,AAPL,142.52,144.72,140.62,142.82,115440475,Technology
2022-01-05,AAPL,140.92,143.24,137.96,140.26,61734586,Technology
2022-01-06,AAPL,140.7,142.44,139.39,141.13,60163697,Technology
2022-01-07,AAPL,144.35,145.6,142.85,144.09,73249790,Technology
2022-01-10,AAPL,141.81,143.6,139.48,141.26,100778596,Technology
2022-01-11,AAPL,142.65,144.39,141.09,142.83,86616280,Technology
2022-01-12,AAPL,145.53,146.64,144.23,145.34,81167092,Technology
2022-01-13,AAPL,147.92,150.55,144.92,147.54,95825533,Technology
2022-01-14,AAPL,143.56,145.49,142.06,143.98,105681035,Technology
2022-01-17,AAPL,144.39,146.57,142.61,144.79,71112889,Technology
2022-01-18,AAPL,147.92,149.03,146.41,147.51,73124737,Technology
2022-01-19,AAPL,143.72,145.64,141.87,143.79,93986848,Technology
2022-01-20,AAPL,147.43,150.11,144.22,146.89,86339026,Technology
2022-01-21,AAPL,147.39,148.27,146.62,147.5,95568515,Technology
2022-01-24,AAPL,145.19,147.13,143.03,144.97,68667506,Technology
2022-01-25,AAPL,142.03,144.57,139.94,142.48,104156176,Technology
2022-01-26,AAPL,141.74,143.17,140.01,141.44,62348003,Technology
2022-01-27,AAPL,137.39,138.92,135.59,137.11,72998795,Technology
2022-01-28,AAPL,138.16,140.5,135.64,137.98,94459925,Technology
2022-01-31,AAPL,138.88,140.33,137.45,138.9,95042283,Technology
2022-02-01,AAPL,142.14,143.86,140.15,141.86,85304967,Technology
2022-02-02,AAPL,141.39,142.94,140.25,141.8,59845324,Technology
2022-02-03,AAPL,140.96,142.3,139.27,140.61,106752681,Technology
2022-02-04,AAPL,143.93,145.09,142.12,143.27,89392966,Technology
2022-02-07,AAPL,146.79,149.54,143.74,146.49,102484788,Technology
2022-02-08,AAPL,149.6,150.96,148.66,150.02,60024482,Technology
2022-02-09,AAPL,150.63,153.23,148.26,150.86,106305824,Technology
2022-02-10,AAPL,149.57,151.08,147.59,149.09,67276546,Technology
2022-02-11,AAPL,153.7,155.11,152.53,153.94,83804999,Technology
2022-02-14,AAPL,150.51,152.05,148.57,150.11,65268607,Technology
2022-02-15,AAPL,151.23,152.78,149.17,150.72,63474426,Technology
2022-02-16,AAPL,150.91,153.8,147.31,150.18,64769806,Technology
2022-02-17,AAPL,150.48,152.08,149.07,150.67,105695286,Technology
2022-02-18,AAPL,150.83,152.93,148.51,150.61,104571834,Technology
2022-02-21,AAPL,147.0,148.0,145.52,146.51,101484378,Technology
2022-02-22,AAPL,147.02,149.03,144.45,146.45,101168228,Technology
2022-02-23,AAPL,147.35,148.63,146.17,147.45,88895550,Technology
2022-02-24,AAPL,152.12,153.01,150.55,151.43,67150347,Technology
2022-02-25,AAPL,146.61,148.88,144.33,146.6,61025118,Technology
2022-02-28,AAPL,149.81,152.64,146.46,149.28,90693346,Technology
2022-03-01,AAPL,148.83,150.66,147.57,149.4,81121852,Technology
2022-03-02,AAPL,153.22,154.57,151.86,153.21,117001353,Technology
2022-03-03,AAPL,155.43,157.55,152.72,154.83,98227290,Technology
2022-03-04,AAPL,158.58,160.5,156.1,158.02,87546402,Technology
2022-03-07,AAPL,156.08,159.23,153.27,156.41,67164377,Technology
2022-03-08,AAPL,153.98,156.73,151.11,153.85,112400997,Technology
2022-03-09,AAPL,152.83,156.45,149.92,153.52,89307673,Technology
2022-03-10,AAPL,151.45,153.06,149.65,151.26,106718676,Technology
2022-03-11,AAPL,152.9,154.31,151.4,152.81,101669350,Technology
2022-03-14,AAPL,154.96,156.05,153.39,154.47,95563521,Technology
2022-03-15,AAPL,158.33,161.63,155.28,158.58,65934683,Technology
2022-03-16,AAPL,156.9,159.53,154.92,157.55,117186828,Technology
2022-03-17,AAPL,161.43,162.33,160.12,161.02,90743592,Technology
2022-03-18,AAPL,157.26,159.61,155.6,157.95,96518931,Technology
2022-03-21,AAPL,159.29,161.84,157.1,159.64,113658191,Technology
2022-03-22,AAPL,155.55,157.12,154.06,155.63,91853866,Technology
2022-03-23,AAPL,158.95,159.98,157.24,158.27,81784901,Technology
2022-03-24,AAPL,158.37,159.53,157.39,158.55,95212051,Technology
2022-03-25,AAPL,157.11,159.11,154.81,156.8,62801294,Technology
2022-03-28,AAPL,161.99,163.49,159.97,161.47,64253674,Technology
2022-03-29,AAPL,163.89,167.49,160.97,164.56,109150025,Technology
2022-03-30,AAPL,163.9,165.61,162.02,163.72,68596783,Technology
2022-03-31,AAPL,166.89,168.37,165.89,167.37,67107302,Technology
2022-04-01,AAPL,166.07,167.68,164.44,166.05,94531188,Technology
2022-04-04,AAPL,170.83,173.71,167.69,170.56,95721120,Technology
2022-04-05,AAPL,173.33,175.32,171.39,173.38,84163989,Technology
2022-04-06,AAPL,174.75,178.31,171.67,175.22,59840395,Technology
2022-04-07,AAPL,172.69,175.77,170.14,173.21,112461850,Technology
2022-04-08,AAPL,174.59,178.47,171.47,175.33,65830110,Technology
2022-04-11,AAPL,175.39,177.57,173.02,175.2,75857046,Technology
2022-04-12,AAPL,174.91,177.67,171.99,174.74,78827034,Technology
2022-04-13,AAPL,170.59,171.51,169.24,170.16,72277843,Technology
2022-04-14,AAPL,172.71,175.88,169.68,172.85,93836107,Technology
2022-04-15,AAPL,171.57,174.67,167.86,170.95,81605414,Technology
2022-04-18,AAPL,174.39,175.81,172.5,173.91,85268272,Technology
2022-04-19,AAPL,175.22,176.6,173.13,174.51,71287199,Technology
2022-04-20,AAPL,174.12,175.9,173.18,174.96,96527763,Technology
2022-04-21,AAPL,178.12,181.12,175.46,178.46,78540653,Technology
2022-04-22,AAPL,181.9,183.74,179.74,181.57,62958960,Technology
2022-04-25,AAPL,179.76,183.67,176.36,180.26,118980555,Technology
2022-04-26,AAPL,178.87,180.22,177.04,178.39,72793046,Technology
2022-04-27,AAPL,177.85,178.95,176.09,177.19,110595699,Technology
2022-04-28,AAPL,174.69,176.62,172.41,174.34,92645422,Technology
2022-04-29,AAPL,175.76,179.22,172.63,176.09,90658507,Technology
2022-05-02,AAPL,171.92,174.28,169.81,172.17,112541576,Technology
2022-05-03,AAPL,172.08,173.98,170.79,172.69,93826117,Technology
2022-05-04,AAPL,169.68,172.73,167.16,170.2,82747687,Technology
2022-05-05,AAPL,176.6,180.45,173.21,177.05,99267461,Technology
2022-05-06,AAPL,178.83,181.8,175.95,178.92,115282796,Technology
2022-05-09,AAPL,178.94,181.89,176.07,179.02,93375444,Technology
2022-05-10,AAPL,180.87,183.65,177.92,180.7,111782506,Technology
2022-05-11,AAPL,180.84,183.08,178.97,181.2,72223413,Technology
2022-05-12,AAPL,178.51,180.33,177.52,179.33,111268283,Technology
2022-05-13,AAPL,184.98,187.79,181.88,184.68,96071247,Technology
2022-05-16,AAPL,184.75,188.07,181.47,184.79,111289444,Technology
2022-05-17,AAPL,188.53,190.49,185.78,187.73,101070090,Technology
2022-05-18,AAPL,188.03,189.7,186.25,187.91,91215318,Technology
2022-05-19,AAPL,188.5,189.83,187.0,188.33,78229744,Technology
2022-05-20,AAPL,192.15,193.26,190.18,191.29,97668676,Technology
2022-05-23,AAPL,198.29,201.89,194.35,197.94,80740529,Technology
2022-05-24,AAPL,200.87,203.42,197.98,200.52,116635013,Technology
2022-05-25,AAPL,200.33,202.09,197.82,199.58,114482629,Technology
2022-05-26,AAPL,201.72,204.76,197.83,200.85,83173775,Technology
2022-05-27,AAPL,200.71,204.58,196.44,200.3,61999343,Technology
2022-05-30,AAPL,200.46,204.22,196.73,200.49,86889455,Technology
2022-05-31,AAPL,196.5,199.85,193.85,197.19,87415379,Technology
2022-06-01,AAPL,193.42,197.75,190.04,194.36,75738571,Technology
2022-06-02,AAPL,193.65,194.79,192.67,193.81,102834772,Technology
2022-06-03,AAPL,194.89,198.2,190.74,194.03,95706024,Technology
2022-06-06,AAPL,200.67,202.44,198.06,199.82,105631287,Technology
2022-06-07,AAPL,201.2,203.94,198.08,200.81,114496823,Technology
2022-06-08,AAPL,198.68,202.06,195.56,198.94,101925178,Technology
2022-06-09,AAPL,196.09,197.41,194.99,196.31,83676220,Technology
2022-06-10,AAPL,194.9,197.3,193.44,195.83,67436183,Technology
2022-06-13,AAPL,198.0,200.93,194.47,197.4,118298107,Technology
2022-06-14,AAPL,197.06,199.07,194.85,196.86,115260125,Technology
2022-06-15,AAPL,201.37,202.88,199.42,200.93,104421234,Technology
2022-06-16,AAPL,197.54,198.79,195.58,196.83,107879750,Technology
2022-06-17,AAPL,199.68,201.6,198.58,200.5,62423050,Technology
2022-06-20,AAPL,197.3,199.28,195.3,197.28,91174689,Technology
2022-06-21,AAPL,199.63,201.43,197.02,198.81,81411635,Technology
2022-06-22,AAPL,197.79,199.32,196.67,198.19,91101010,Technology
2022-06-23,AAPL,200.1,202.78,197.87,200.55,67313733,Technology
2022-06-24,AAPL,206.33,209.9,201.76,205.31,79107756,Technology
2022-06-27,AAPL,208.14,210.37,205.66,207.89,102247267,Technology
2022-06-28,AAPL,205.3,207.53,202.25,204.47,92820237,Technology
