Timestamp,Symbol,LastPrice,TradedVolume
2021-01-15,GOLD_OUNCE,105.34,408130
2021-01-15,US_10Y_BOND,108.58,119710
2021-01-15,GLOBAL_REIT,109.1,494737
2021-01-15,BITCOIN_INDEX,31531.42,447978
2021-01-18,BRENT_CRUDE,103.72,427093
2021-01-18,GOLD_OUNCE,106.62,126176
2021-01-18,US_10Y_BOND,104.35,435918
2021-01-18,GLOBAL_REIT,104.47,98714
2021-01-18,BITCOIN_INDEX,31109.81,307698
2021-01-19,BRENT_CRUDE,103.66,446081
2021-01-19,GOLD_OUNCE,109.2,124920
2021-01-19,US_10Y_BOND,98.63,169675
2021-01-19,GLOBAL_REIT,104.62,315651
2021-01-19,BITCOIN_INDEX,30684.48,177808
2021-01-20,BRENT_CRUDE,104.06,208915
2021-01-20,GOLD_OUNCE,107.51,227404
2021-01-20,US_10Y_BOND,106.56,68274
2021-01-20,GLOBAL_REIT,107.74,56664
2021-01-20,BITCOIN_INDEX,31198.38,268035
2021-01-21,BRENT_CRUDE,103.25,427027
2021-01-21,GOLD_OUNCE,103.3,198202
2021-01-21,US_10Y_BOND,101.81,54034
2021-01-21,GLOBAL_REIT,104.23,270744
2021-01-21,BITCOIN_INDEX,31534.65,469474
2021-01-22,BRENT_CRUDE,106.34,60068
2021-01-22,GOLD_OUNCE,104.0,396904
2021-01-22,US_10Y_BOND,110.89,262551
2021-01-22,GLOBAL_REIT,109.68,458434
2021-01-22,BITCOIN_INDEX,32385.52,362880
2021-01-25,BRENT_CRUDE,99.47,284252
2021-01-25,GOLD_OUNCE,105.45,91532
2021-01-25,US_10Y_BOND,104.23,244676
2021-01-25,GLOBAL_REIT,104.42,333764
2021-01-25,BITCOIN_INDEX,32395.92,451792
2021-01-26,BRENT_CRUDE,104.19,451852
2021-01-26,GOLD_OUNCE,105.62,361375
2021-01-26,US_10Y_BOND,107.0,353340
2021-01-26,GLOBAL_REIT,104.95,308472
2021-01-26,BITCOIN_INDEX,33299.26,409127
2021-01-27,BRENT_CRUDE,114.01,194192
2021-01-27,GOLD_OUNCE,111.92,160749
2021-01-27,US_10Y_BOND,106.59,176853
2021-01-27,GLOBAL_REIT,107.78,230831
2021-01-27,BITCOIN_INDEX,31060.58,333126
2021-01-28,BRENT_CRUDE,109.74,302900
2021-01-28,GOLD_OUNCE,101.68,320672
2021-01-28,US_10Y_BOND,103.69,394047
2021-01-28,GLOBAL_REIT,109.38,89501
2021-01-28,BITCOIN_INDEX,33112.68,175876
2021-01-29,BRENT_CRUDE,106.48,272063
2021-01-29,GOLD_OUNCE,109.13,205995
2021-01-29,US_10Y_BOND,102.7,497393
2021-01-29,GLOBAL_REIT,112.79,449754
2021-01-29,BITCOIN_INDEX,31344.92,337070
2021-02-01,BRENT_CRUDE,114.87,273407
2021-02-01,GOLD_OUNCE,114.6,413411
2021-02-01,US_10Y_BOND,112.62,54676
2021-02-01,GLOBAL_REIT,110.1,441174
2021-02-01,BITCOIN_INDEX,33107.74,237434
2021-02-02,BRENT_CRUDE,107.8,356482
2021-02-02,GOLD_OUNCE,106.45,281576
2021-02-02,US_10Y_BOND,110.89,174753
2021-02-02,GLOBAL_REIT,114.57,86566
2021-02-02,BITCOIN_INDEX,33272.56,282093
2021-02-03,BRENT_CRUDE,105.53,478851
2021-02-03,GOLD_OUNCE,112.63,284136
2021-02-03,US_10Y_BOND,103.46,136646
2021-02-03,GLOBAL_REIT,112.24,63814
2021-02-03,BITCOIN_INDEX,34799.28,113811
2021-02-04,BRENT_CRUDE,114.43,320782
2021-02-04,GOLD_OUNCE,110.77,144215
2021-02-04,US_10Y_BOND,110.87,120395
2021-02-04,GLOBAL_REIT,116.7,432805
2021-02-04,BITCOIN_INDEX,32252.67,154383
2021-02-05,BRENT_CRUDE,117.3,250517
2021-02-05,GOLD_OUNCE,109.86,254387
2021-02-05,US_10Y_BOND,118.32,148351
2021-02-05,GLOBAL_REIT,105.03,281361
2021-02-05,BITCOIN_INDEX,32518.25,174075
2021-02-08,BRENT_CRUDE,109.16,51241
2021-02-08,GOLD_OUNCE,105.24,454410
2021-02-08,US_10Y_BOND,114.76,68318
2021-02-08,GLOBAL_REIT,112.39,411221
2021-02-08,BITCOIN_INDEX,32946.45,203059
2021-02-09,BRENT_CRUDE,111.7,457130
2021-02-09,GOLD_OUNCE,117.69,75390
2021-02-09,US_10Y_BOND,110.09,226229
2021-02-09,GLOBAL_REIT,112.71,136380
2021-02-09,BITCOIN_INDEX,34363.55,296553
2021-02-10,BRENT_CRUDE,115.29,364173
2021-02-10,GOLD_OUNCE,115.46,157732
2021-02-10,US_10Y_BOND,113.62,243010
2021-02-10,GLOBAL_REIT,111.06,365761
2021-02-10,BITCOIN_INDEX,32494.21,361126
2021-02-11,BRENT_CRUDE,109.01,347996
2021-02-11,GOLD_OUNCE,115.39,215359
2021-02-11,US_10Y_BOND,111.57,321358
2021-02-11,GLOBAL_REIT,113.43,387565
2021-02-11,BITCOIN_INDEX,33496.01,212218
2021-02-12,BRENT_CRUDE,114.97,243512
2021-02-12,GOLD_OUNCE,115.78,469722
2021-02-12,US_10Y_BOND,108.41,106731
2021-02-12,GLOBAL_REIT,115.11,95051
2021-02-12,BITCOIN_INDEX,33830.6,272239
2021-02-15,BRENT_CRUDE,111.27,97537
2021-02-15,GOLD_OUNCE,112.66,314022
2021-02-15,US_10Y_BOND,114.85,429247
2021-02-15,GLOBAL_REIT,115.04,97580
2021-02-15,BITCOIN_INDEX,34222.12,374489
2021-02-16,BRENT_CRUDE,111.57,412680
2021-02-16,GOLD_OUNCE,107.02,306354
2021-02-16,US_10Y_BOND,113.52,337363
2021-02-16,GLOBAL_REIT,116.35,91739
2021-02-16,BITCOIN_INDEX,33234.54,400726
2021-02-17,BRENT_CRUDE,113.13,437646
2021-02-17,GOLD_OUNCE,111.59,88922
2021-02-17,US_10Y_BOND,109.43,452667
2021-02-17,GLOBAL_REIT,113.33,424555
2021-02-17,BITCOIN_INDEX,33237.6,186126
2021-02-18,BRENT_CRUDE,115.13,273584
2021-02-18,GOLD_OUNCE,117.51,152131
2021-02-18,US_10Y_BOND,114.67,107724
2021-02-18,GLOBAL_REIT,109.68,362181
2021-02-18,BITCOIN_INDEX,33954.26,309033
2021-02-19,BRENT_CRUDE,113.32,484113
2021-02-19,GOLD_OUNCE,113.73,50002
2021-02-19,US_10Y_BOND,117.17,70313
2021-02-19,GLOBAL_REIT,110.11,87507
2021-02-19,BITCOIN_INDEX,34207.29,453166
2021-02-22,BRENT_CRUDE,111.52,299946
2021-02-22,GOLD_OUNCE,108.84,58433
2021-02-22,US_10Y_BOND,117.13,59726
2021-02-22,GLOBAL_REIT,114.87,213030
2021-02-22,BITCOIN_INDEX,34263.42,380494
2021-02-23,BRENT_CRUDE,109.96,140811
2021-02-23,GOLD_OUNCE,110.91,419420
2021-02-23,US_10Y_BOND,111.36,499536
2021-02-23,GLOBAL_REIT,111.05,197289
2021-02-23,BITCOIN_INDEX,34351.46,216185
2021-02-24,BRENT_CRUDE,114.07,214768
2021-02-24,GOLD_OUNCE,112.57,155203
2021-02-24,US_10Y_BOND,116.91,240444
2021-02-24,GLOBAL_REIT,113.89,218262
2021-02-24,BITCOIN_INDEX,34280.43,205810
2021-02-25,BRENT_CRUDE,116.54,180495
2021-02-25,GOLD_OUNCE,110.62,323029
2021-02-25,US_10Y_BOND,109.78,169954
2021-02-25,GLOBAL_REIT,114.38,126770
2021-02-25,BITCOIN_INDEX,34429.98,352754
2021-02-26,BRENT_CRUDE,112.76,124699
2021-02-26,GOLD_OUNCE,115.0,83480
2021-02-26,US_10Y_BOND,114.58,270666
2021-02-26,GLOBAL_REIT,111.42,271936
2021-02-26,BITCOIN_INDEX,34025.75,82183
2021-03-01,BRENT_CRUDE,113.4,377875
2021-03-01,GOLD_OUNCE,114.63,269586
2021-03-01,US_10Y_BOND,110.42,212568
2021-03-01,GLOBAL_REIT,114.02,131841
2021-03-01,BITCOIN_INDEX,33638.42,327538
2021-03-02,BRENT_CRUDE,116.61,175823
2021-03-02,GOLD_OUNCE,116.28,240547
2021-03-02,US_10Y_BOND,120.85,352850
2021-03-02,GLOBAL_REIT,118.4,378319
2021-03-02,BITCOIN_INDEX,34114.65,293287
2021-03-03,BRENT_CRUDE,112.51,304698
2021-03-03,GOLD_OUNCE,114.95,209865
2021-03-03,US_10Y_BOND,121.09,340177
2021-03-03,GLOBAL_REIT,116.5,353085
2021-03-03,BITCOIN_INDEX,33798.58,136270
2021-03-04,BRENT_CRUDE,115.83,333743
2021-03-04,GOLD_OUNCE,119.19,106209
2021-03-04,US_10Y_BOND,113.34,136185
2021-03-04,GLOBAL_REIT,114.97,169878
2021-03-04,BITCOIN_INDEX,37094.26,233754
2021-03-05,BRENT_CRUDE,115.41,438672
2021-03-05,GOLD_OUNCE,112.33,167100
2021-03-05,US_10Y_BOND,111.66,97860
2021-03-05,GLOBAL_REIT,113.83,341675
2021-03-05,BITCOIN_INDEX,34440.01,454041
2021-03-08,BRENT_CRUDE,115.84,142287
2021-03-08,GOLD_OUNCE,116.03,217133
2021-03-08,US_10Y_BOND,112.94,192959
2021-03-08,GLOBAL_REIT,111.37,307651
2021-03-08,BITCOIN_INDEX,35597.94,184754
2021-03-09,BRENT_CRUDE,112.94,290747
2021-03-09,GOLD_OUNCE,118.1,60429
2021-03-09,US_10Y_BOND,116.54,136506
2021-03-09,GLOBAL_REIT,118.75,146918
2021-03-09,BITCOIN_INDEX,34957.07,296742
2021-03-10,BRENT_CRUDE,110.24,173238
2021-03-10,GOLD_OUNCE,117.01,69581
2021-03-10,US_10Y_BOND,116.0,237738
2021-03-10,GLOBAL_REIT,119.76,58790
2021-03-10,BITCOIN_INDEX,36045.88,144754
2021-03-11,BRENT_CRUDE,115.32,340425
2021-03-11,GOLD_OUNCE,112.94,121883
2021-03-11,US_10Y_BOND,111.31,418911
2021-03-11,GLOBAL_REIT,111.38,137596
2021-03-11,BITCOIN_INDEX,35819.94,423310
2021-03-12,BRENT_CRUDE,115.72,349954
2021-03-12,GOLD_OUNCE,117.64,383974
2021-03-12,US_10Y_BOND,113.31,367011
2021-03-12,GLOBAL_REIT,115.9,398175
2021-03-12,BITCOIN_INDEX,34614.03,424164
2021-03-15,BRENT_CRUDE,109.34,354981
2021-03-15,GOLD_OUNCE,116.22,370386
2021-03-15,US_10Y_BOND,116.06,215230
2021-03-15,GLOBAL_REIT,115.38,67845
2021-03-15,BITCOIN_INDEX,35133.95,189563
2021-03-16,BRENT_CRUDE,116.03,423686
2021-03-16,GOLD_OUNCE,118.13,81423
2021-03-16,US_10Y_BOND,113.02,344859
2021-03-16,GLOBAL_REIT,114.58,359190
2021-03-16,BITCOIN_INDEX,36292.91,465432
2021-03-17,BRENT_CRUDE,119.04,168682
2021-03-17,GOLD_OUNCE,107.11,493520
2021-03-17,US_10Y_BOND,114.33,183963
2021-03-17,GLOBAL_REIT,113.3,223930
2021-03-17,BITCOIN_INDEX,34243.51,462639
2021-03-18,BRENT_CRUDE,116.79,240502
2021-03-18,GOLD_OUNCE,114.93,190108
2021-03-18,US_10Y_BOND,118.21,252207
2021-03-18,GLOBAL_REIT,109.97,180337
2021-03-18,BITCOIN_INDEX,33965.97,133904
2021-03-19,BRENT_CRUDE,118.02,223951
2021-03-19,GOLD_OUNCE,110.1,370545
2021-03-19,US_10Y_BOND,110.88,226496
2021-03-19,GLOBAL_REIT,114.19,377074
2021-03-19,BITCOIN_INDEX,33841.44,219368
2021-03-22,BRENT_CRUDE,112.88,418392
2021-03-22,GOLD_OUNCE,115.82,457043
2021-03-22,US_10Y_BOND,114.85,118011
2021-03-22,GLOBAL_REIT,114.16,284935
2021-03-22,BITCOIN_INDEX,33897.01,282006
2021-03-23,BRENT_CRUDE,111.7,213201
2021-03-23,GOLD_OUNCE,111.13,276108
2021-03-23,US_10Y_BOND,114.49,477950
2021-03-23,GLOBAL_REIT,120.37,94952
2021-03-23,BITCOIN_INDEX,33765.46,219896
2021-03-24,BRENT_CRUDE,117.44,368973
2021-03-24,GOLD_OUNCE,114.73,399137
2021-03-24,US_10Y_BOND,115.26,387850
2021-03-24,GLOBAL_REIT,117.56,403034
2021-03-24,BITCOIN_INDEX,33554.44,290030
2021-03-25,BRENT_CRUDE,118.8,417663
2021-03-25,GOLD_OUNCE,114.7,201737
2021-03-25,US_10Y_BOND,115.63,155356
2021-03-25,GLOBAL_REIT,115.57,372627
2021-03-25,BITCOIN_INDEX,34969.92,65956
2021-03-26,BRENT_CRUDE,114.3,421925
2021-03-26,GOLD_OUNCE,117.26,429564
2021-03-26,US_10Y_BOND,113.9,443879
2021-03-26,GLOBAL_REIT,115.59,129211
2021-03-26,BITCOIN_INDEX,34563.59,186733
2021-03-29,BRENT_CRUDE,116.06,119139
2021-03-29,GOLD_OUNCE,111.07,132002
2021-03-29,US_10Y_BOND,114.74,443920
2021-03-29,GLOBAL_REIT,115.67,112709
2021-03-29,BITCOIN_INDEX,32690.9,54356
2021-03-30,BRENT_CRUDE,111.25,178035
2021-03-30,GOLD_OUNCE,111.11,304919
2021-03-30,US_10Y_BOND,112.74,222427
2021-03-30,GLOBAL_REIT,113.61,378175
2021-03-30,BITCOIN_INDEX,33906.29,425512
2021-03-31,BRENT_CRUDE,114.71,461328
2021-03-31,GOLD_OUNCE,113.15,298108
2021-03-31,US_10Y_BOND,114.79,471894
2021-03-31,GLOBAL_REIT,118.38,317404
2021-03-31,BITCOIN_INDEX,33847.31,117201
2021-04-01,BRENT_CRUDE,113.92,408592
2021-04-01,GOLD_OUNCE,111.01,394135
2021-04-01,US_10Y_BOND,114.87,311888
2021-04-01,GLOBAL_REIT,112.96,469012
2021-04-01,BITCOIN_INDEX,32989.44,277905
2021-04-02,BRENT_CRUDE,106.32,340992
2021-04-02,GOLD_OUNCE,112.67,462317
2021-04-02,US_10Y_BOND,111.61,120330
2021-04-02,GLOBAL_REIT,109.08,273494
2021-04-02,BITCOIN_INDEX,34412.36,235631
2021-04-05,BRENT_CRUDE,112.6,305130
2021-04-05,GOLD_OUNCE,111.39,353373
2021-04-05,US_10Y_BOND,114.62,390722
2021-04-05,GLOBAL_REIT,109.56,276309
2021-04-05,BITCOIN_INDEX,33291.39,210560
2021-04-06,BRENT_CRUDE,115.62,137892
2021-04-06,GOLD_OUNCE,112.15,472749
2021-04-06,US_10Y_BOND,113.86,225394
2021-04-06,GLOBAL_REIT,113.78,268536
2021-04-06,BITCOIN_INDEX,34845.04,432075
2021-04-07,BRENT_CRUDE,113.12,85120
2021-04-07,GOLD_OUNCE,108.07,418286
2021-04-07,US_10Y_BOND,112.94,296864
2021-04-07,GLOBAL_REIT,113.24,89028
2021-04-07,BITCOIN_INDEX,33976.05,323159
2021-04-08,BRENT_CRUDE,113.53,183488
2021-04-08,GOLD_OUNCE,111.44,142700
2021-04-08,US_10Y_BOND,108.1,305530
2021-04-08,GLOBAL_REIT,114.69,327298
2021-04-08,BITCOIN_INDEX,33792.34,109324
2021-04-09,BRENT_CRUDE,110.99,226129
2021-04-09,GOLD_OUNCE,117.03,233266
2021-04-09,US_10Y_BOND,108.08,93666
2021-04-09,GLOBAL_REIT,110.85,204203
2021-04-09,BITCOIN_INDEX,33897.51,251024
2021-04-12,BRENT_CRUDE,110.15,116860
2021-04-12,GOLD_OUNCE,110.35,124994
2021-04-12,US_10Y_BOND,109.79,330754
2021-04-12,GLOBAL_REIT,106.87,332999
2021-04-12,BITCOIN_INDEX,34509.77,125609
2021-04-13,BRENT_CRUDE,106.94,417664
2021-04-13,GOLD_OUNCE,109.06,270875
2021-04-13,US_10Y_BOND,107.71,317539
2021-04-13,GLOBAL_REIT,107.73,239754
2021-04-13,BITCOIN_INDEX,33272.84,465309
2021-04-14,BRENT_CRUDE,110.86,307546
2021-04-14,GOLD_OUNCE,113.14,100253
2021-04-14,US_10Y_BOND,108.21,269688
2021-04-14,GLOBAL_REIT,107.81,379110
2021-04-14,BITCOIN_INDEX,32083.85,247706
2021-04-15,BRENT_CRUDE,109.42,123184
2021-04-15,GOLD_OUNCE,107.72,267140
2021-04-15,US_10Y_BOND,111.29,362036
2021-04-15,GLOBAL_REIT,107.83,314495
2021-04-15,BITCOIN_INDEX,33009.21,389074
2021-04-16,BRENT_CRUDE,108.95,467942
2021-04-16,GOLD_OUNCE,103.17,261998
2021-04-16,US_10Y_BOND,112.25,442537
2021-04-16,GLOBAL_REIT,113.31,91599
2021-04-16,BITCOIN_INDEX,32204.73,469892
2021-04-19,BRENT_CRUDE,107.77,241985
2021-04-19,GOLD_OUNCE,108.19,106865
2021-04-19,US_10Y_BOND,110.55,183441
2021-04-19,GLOBAL_REIT,112.31,223425
2021-04-19,BITCOIN_INDEX,32974.25,461663
2021-04-20,BRENT_CRUDE,110.98,381071
2021-04-20,GOLD_OUNCE,105.38,173283
2021-04-20,US_10Y_BOND,108.36,70338
2021-04-20,GLOBAL_REIT,107.83,455339
2021-04-20,BITCOIN_INDEX,31743.9,83266
2021-04-21,BRENT_CRUDE,110.57,410947
2021-04-21,GOLD_OUNCE,113.75,400838
2021-04-21,US_10Y_BOND,109.98,234245
2021-04-21,GLOBAL_REIT,109.23,254194
2021-04-21,BITCOIN_INDEX,32057.29,422115
2021-04-22,BRENT_CRUDE,103.4,126952
2021-04-22,GOLD_OUNCE,106.78,384764
2021-04-22,US_10Y_BOND,102.12,271452
2021-04-22,GLOBAL_REIT,112.14,297337
2021-04-22,BITCOIN_INDEX,31752.91,181585
2021-04-23,BRENT_CRUDE,103.26,224790
2021-04-23,GOLD_OUNCE,103.38,227081
2021-04-23,US_10Y_BOND,107.31,223472
2021-04-23,GLOBAL_REIT,107.92,128497
2021-04-23,BITCOIN_INDEX,31634.24,427785
2021-04-26,BRENT_CRUDE,106.3,420565
2021-04-26,GOLD_OUNCE,109.2,162459
2021-04-26,US_10Y_BOND,105.6,203753
2021-04-26,GLOBAL_REIT,104.4,228810
2021-04-26,BITCOIN_INDEX,30941.35,369515
2021-04-27,BRENT_CRUDE,101.09,160511
2021-04-27,GOLD_OUNCE,106.39,251731
2021-04-27,US_10Y_BOND,105.25,77029
2021-04-27,GLOBAL_REIT,106.5,155637
2021-04-27,BITCOIN_INDEX,30919.66,444919
2021-04-28,BRENT_CRUDE,106.85,335242
2021-04-28,GOLD_OUNCE,105.86,209313
2021-04-28,US_10Y_BOND,105.92,142909
2021-04-28,GLOBAL_REIT,104.85,341489
2021-04-28,BITCOIN_INDEX,30369.7,80997
2021-04-29,BRENT_CRUDE,107.16,389758
2021-04-29,GOLD_OUNCE,108.93,166910
2021-04-29,US_10Y_BOND,106.35,343787
2021-04-29,GLOBAL_REIT,104.42,345442
2021-04-29,BITCOIN_INDEX,31055.68,421511
2021-04-30,BRENT_CRUDE,108.12,354988
2021-04-30,GOLD_OUNCE,103.17,206903
2021-04-30,US_10Y_BOND,105.1,341711
2021-04-30,GLOBAL_REIT,108.22,273034
2021-04-30,BITCOIN_INDEX,32567.64,182616
2021-05-03,BRENT_CRUDE,104.07,66483
2021-05-03,GOLD_OUNCE,104.61,214952
2021-05-03,US_10Y_BOND,104.62,133453
2021-05-03,GLOBAL_REIT,102.88,240689
2021-05-03,BITCOIN_INDEX,31574.56,88638
2021-05-04,BRENT_CRUDE,102.97,333157
2021-05-04,GOLD_OUNCE,104.3,352942
2021-05-04,US_10Y_BOND,100.14,95627
2021-05-04,GLOBAL_REIT,103.92,190981
2021-05-04,BITCOIN_INDEX,33159.36,50562
2021-05-05,BRENT_CRUDE,102.01,369978
2021-05-05,GOLD_OUNCE,102.22,204532
2021-05-05,US_10Y_BOND,108.85,429038
2021-05-05,GLOBAL_REIT,105.87,89330
2021-05-05,BITCOIN_INDEX,30861.13,235159
2021-05-06,BRENT_CRUDE,95.8,331294
2021-05-06,GOLD_OUNCE,98.83,126593
2021-05-06,US_10Y_BOND,103.56,456894
2021-05-06,GLOBAL_REIT,106.36,51184
2021-05-06,BITCOIN_INDEX,29847.4,277294
2021-05-07,BRENT_CRUDE,107.97,384712
2021-05-07,GOLD_OUNCE,100.55,366353
2021-05-07,US_10Y_BOND,100.71,284614
2021-05-07,GLOBAL_REIT,102.33,256801
2021-05-07,BITCOIN_INDEX,29359.33,361149
2021-05-10,BRENT_CRUDE,106.48,450153
2021-05-10,GOLD_OUNCE,103.99,248085
2021-05-10,US_10Y_BOND,99.91,201576
2021-05-10,GLOBAL_REIT,101.24,80818
2021-05-10,BITCOIN_INDEX,31128.02,237756
2021-05-11,BRENT_CRUDE,103.24,166838
2021-05-11,GOLD_OUNCE,100.53,329792
2021-05-11,US_10Y_BOND,103.38,166394
2021-05-11,GLOBAL_REIT,98.24,55567
2021-05-11,BITCOIN_INDEX,30709.73,97183
2021-05-12,BRENT_CRUDE,104.47,141180
2021-05-12,GOLD_OUNCE,97.44,449415
2021-05-12,US_10Y_BOND,98.19,148089
2021-05-12,GLOBAL_REIT,97.45,164212
2021-05-12,BITCOIN_INDEX,30151.82,436827
2021-05-13,BRENT_CRUDE,99.34,359791
2021-05-13,GOLD_OUNCE,96.04,374547
2021-05-13,US_10Y_BOND,99.87,486607
2021-05-13,GLOBAL_REIT,97.77,230204
2021-05-13,BITCOIN_INDEX,29210.46,232218
2021-05-14,BRENT_CRUDE,98.57,120983
2021-05-14,GOLD_OUNCE,101.3,331965
2021-05-14,US_10Y_BOND,96.66,433518
2021-05-14,GLOBAL_REIT,100.84,198076
2021-05-14,BITCOIN_INDEX,29037.52,195215
2021-05-17,BRENT_CRUDE,94.05,300854
2021-05-17,GOLD_OUNCE,95.29,457013
2021-05-17,US_10Y_BOND,97.62,188757
2021-05-17,GLOBAL_REIT,96.58,245848
2021-05-17,BITCOIN_INDEX,31073.12,156174
2021-05-18,BRENT_CRUDE,101.61,60007
2021-05-18,GOLD_OUNCE,101.77,77087
2021-05-18,US_10Y_BOND,90.26,415590
2021-05-18,GLOBAL_REIT,107.25,112302
2021-05-18,BITCOIN_INDEX,29437.04,384498
2021-05-19,BRENT_CRUDE,105.03,63546
2021-05-19,GOLD_OUNCE,102.49,428381
2021-05-19,US_10Y_BOND,104.95,354576
2021-05-19,GLOBAL_REIT,95.49,333627
2021-05-19,BITCOIN_INDEX,29349.61,443185
2021-05-20,BRENT_CRUDE,98.45,101749
2021-05-20,GOLD_OUNCE,95.8,62148
2021-05-20,US_10Y_BOND,101.63,320296
2021-05-20,GLOBAL_REIT,101.58,436650
2021-05-20,BITCOIN_INDEX,29447.73,172873
2021-05-21,BRENT_CRUDE,101.01,382170
2021-05-21,GOLD_OUNCE,98.58,406369
2021-05-21,US_10Y_BOND,99.61,177123
2021-05-21,GLOBAL_REIT,99.79,326688
2021-05-21,BITCOIN_INDEX,28915.47,155373
2021-05-24,BRENT_CRUDE,103.04,148347
2021-05-24,GOLD_OUNCE,97.91,344707
2021-05-24,US_10Y_BOND,97.0,353287
2021-05-24,GLOBAL_REIT,96.81,117207
2021-05-24,BITCOIN_INDEX,29503.7,353444
2021-05-25,BRENT_CRUDE,95.77,274513
2021-05-25,GOLD_OUNCE,94.79,308448
2021-05-25,US_10Y_BOND,93.26,119890
2021-05-25,GLOBAL_REIT,89.02,264509
2021-05-25,BITCOIN_INDEX,28536.41,97502
2021-05-26,BRENT_CRUDE,96.01,405047
2021-05-26,GOLD_OUNCE,97.2,345106
2021-05-26,US_10Y_BOND,95.11,191143
2021-05-26,GLOBAL_REIT,94.17,318098
2021-05-26,BITCOIN_INDEX,29531.69,405516
2021-05-27,BRENT_CRUDE,96.11,435581
2021-05-27,GOLD_OUNCE,96.09,199796
2021-05-27,US_10Y_BOND,96.22,146755
2021-05-27,GLOBAL_REIT,101.02,223955
2021-05-27,BITCOIN_INDEX,29311.28,431752
2021-05-28,BRENT_CRUDE,95.45,255466
2021-05-28,GOLD_OUNCE,96.79,429299
2021-05-28,US_10Y_BOND,96.64,237261
2021-05-28,GLOBAL_REIT,97.34,449983
2021-05-28,BITCOIN_INDEX,29716.35,335450
2021-05-31,BRENT_CRUDE,90.47,132949
2021-05-31,GOLD_OUNCE,96.1,132536
2021-05-31,US_10Y_BOND,94.03,128108
2021-05-31,GLOBAL_REIT,92.04,452581
2021-05-31,BITCOIN_INDEX,28381.03,95067
2021-06-01,BRENT_CRUDE,89.6,411922
2021-06-01,GOLD_OUNCE,97.67,315414
2021-06-01,US_10Y_BOND,94.76,79803
2021-06-01,GLOBAL_REIT,94.16,310003
2021-06-01,BITCOIN_INDEX,27162.8,115681
2021-06-02,BRENT_CRUDE,90.86,198113
2021-06-02,GOLD_OUNCE,97.86,439832
2021-06-02,US_10Y_BOND,91.7,386030
2021-06-02,GLOBAL_REIT,97.53,382323
2021-06-02,BITCOIN_INDEX,28757.75,264087
2021-06-03,BRENT_CRUDE,89.63,355709
2021-06-03,GOLD_OUNCE,90.54,481686
2021-06-03,US_10Y_BOND,95.81,56403
2021-06-03,GLOBAL_REIT,93.84,407511
2021-06-03,BITCOIN_INDEX,28340.79,470327
2021-06-04,BRENT_CRUDE,95.91,315460
2021-06-04,GOLD_OUNCE,90.65,300126
2021-06-04,US_10Y_BOND,90.85,457917
2021-06-04,GLOBAL_REIT,93.43,396411
2021-06-04,BITCOIN_INDEX,27251.12,101930
2021-06-07,BRENT_CRUDE,91.58,173246
2021-06-07,GOLD_OUNCE,89.9,139241
2021-06-07,US_10Y_BOND,91.46,324884
